time,opening_price,closing_price,high,low,volume,opening_price_log_return,closing_price_log_return,high_log_return,low_log_return
1712246400000,67671.76636617708,68122.93485892026,67563.47397798614,67865.0779916085,1466334400.3253226,,,,
1712250000000,67868.60114526446,68873.08846039459,67789.74665181788,68851.31017716764,1821177707.5632517,0.0029044471558266898,0.010951574810430523,0.003343442934912899,0.014427667470633659
1712253600000,68872.70721478615,69266.23181177433,68619.00536413716,68619.00536413716,3130615428.825371,0.014686478134370509,0.005691998658367595,0.012158588300274496,-0.0033797119507573904
1712257200000,68626.46292054982,69112.74143823987,68454.8289900647,68516.95569107588,2008820782.5302184,-0.003581760635351625,-0.0022184069281276308,-0.002395445540015471,-0.0014882995111277122
1712260800000,68494.43319674581,68581.14661233407,67418.02462382529,67944.00798766532,2659132079.255824,-0.0019257424410875296,-0.007721438832137283,-0.015261687127026956,-0.008397288934785625
1712264400000,67953.972006358,68153.05908517964,67559.99173947175,67799.80883767798,1007154557.338467,-0.007921881036589874,-0.006261621569686504,0.0021035598510248613,-0.0021245786010834168
1712268000000,67804.0456456763,68049.88804424627,67630.49496585559,67955.21952699228,887410998.009823,-0.00220873027208089,-0.0015149607675921221,0.0010430206221414206,0.002289576438928958
1712271600000,67951.48581603933,68546.32642377703,67920.89828759442,68519.5375523173,1277502396.1379142,0.002172143215772984,0.007268730941282322,0.004284777294708455,0.008269972464590549
1712275200000,68520.23488701145,68719.09627794671,68200.53754348106,68637.04657219183,1113068055.9905355,0.008335094784499057,0.002517311963988976,0.004108679100649037,0.001713502116956735
1712278800000,68639.27768951739,68639.27768951739,67889.19245900547,68186.33907325703,1277335459.0489395,0.0017358304963390379,-0.0011621948499834752,-0.0045755932892878924,-0.006588188517994011
1712282400000,68187.9858253715,68189.32027216115,67490.8115979411,67608.12233402577,1447028844.9317586,-0.006596543540018126,-0.006576973615550992,-0.005885389260530314,-0.008516109240238483
1712286000000,67628.65791856317,68009.18451424885,67628.65791856317,67890.38932773066,1068590166.170937,-0.008236561491984184,-0.0026451958959441157,0.0020403627832086403,0.004166354280267611
1712289600000,67878.2089961313,68031.60603501409,67511.87820635567,67657.6209448115,1022213766.013097,0.0036832282432772,0.00032962938362431034,-0.0017282710965005736,-0.0034344821625337707
1712293200000,67659.90608645727,67758.44596415845,66447.58270630873,66933.1386105266,1898001557.0076637,-0.00322127983426568,-0.004023276157545096,-0.015890148959571138,-0.010765810879125275
1712296800000,66917.53345993889,67178.92434461306,66802.96830850247,67160.55965063167,1007644644.0198561,-0.011032757930994593,-0.008589543153526079,0.005334108446489095,0.0033919753292422994
1712300400000,67160.4154068,67163.54247538123,66853.74781869807,66921.84272934608,933459798.9366504,0.0036230001217792906,-0.0002289948913869742,0.0007598497720158003,-0.003560753227446151
1712304000000,66913.24980615365,67625.54612174026,66913.24980615365,67135.81793171715,1249202550.2574718,-0.003687016093025506,0.0068552352487738335,0.000889636344337556,0.0031922887961657975
1712307600000,67124.67813565356,67133.52924741052,66418.66758252775,66825.50462459539,1603712079.510737,0.003154756390218759,-0.0073022029761464595,-0.007418846166234829,-0.004632887407169666
1712311200000,66821.32402418932,67197.88371528074,66745.24234440546,67030.96422213351,1076401282.89668,-0.004529506296832586,0.0009581448058084663,0.0049048637393738805,0.0030698517697707256
1712314800000,67030.41385711246,67074.45706769693,66415.4882210581,66463.6326339184,1156053956.031967,0.0031242030369376746,-0.0018384528284575098,-0.0049527333772847425,-0.008499744816287985
1712318400000,66473.72557398274,66899.7121908035,66076.85550717327,66899.7121908035,2803436539.180636,-0.008339689121101019,-0.0026086368283568515,-0.00511174369365356,0.006539744660035734
1712322000000,66896.65145702935,67593.63223458448,66582.64687858138,67539.72465516193,2006662130.5774133,0.006342147485326624,0.010319115854524236,0.007625444286773744,0.009521273137923586
1712325600000,67527.26141888468,68595.069252995,67377.510822599,68202.72156387544,2654657568.566897,0.009382476293864574,0.014706874471293692,0.011867308701731218,0.009768531499692796
1712329200000,68194.52709727909,68251.94768287541,67678.95335743183,68217.71033735717,1561457559.9390726,0.00983292457275015,-0.005014684234170612,0.004463955682991883,0.00021974382184776053
1712332800000,68188.88758539538,68403.36643506911,67773.44652783942,67973.01169973076,1345108144.6868947,-8.270084599426296e-05,0.0022160691684577146,0.0013952235001576173,-0.003593473876685289
1712336400000,67974.9933726314,68008.93835925145,67435.5663895038,67455.74187509679,1079338982.1160393,-0.0031417199215270455,-0.005782897307010862,-0.004997904124465907,-0.007639032722516388
1712340000000,67458.35894812008,67707.07128155611,67341.91947886064,67618.90141275308,1098433073.9301927,-0.0076293899790521634,-0.004448518289124497,-0.0013896523608552308,0.0024158437592552984
1712343600000,67619.57084884029,68005.1306604529,67416.50157660832,67416.50157660832,1507682839.5566268,0.002386947705000349,0.004392528510611255,0.0011069008493651313,-0.002997732198142818
1712347200000,67443.51924420646,67776.88417171146,67371.1632520572,67736.18565631451,835419776.0514698,-0.0026069550788387313,-0.003361957826419623,-0.0006727370240989127,0.004730718751567835
1712350800000,67688.89480138246,67849.88591911449,67551.85448441957,67555.18135059971,549685831.5273055,0.0036316353643582803,0.001076509518056438,0.0026784360951488495,-0.0026757718206968247
1712354400000,67561.3140491069,67844.0292225265,67544.31385298603,67647.79417737215,540562264.3453385,-0.0018865891772075728,-8.632216979682415e-05,-0.00011163353534263645,0.0013699822935971985
1712358000000,67650.55678289781,67991.74861221544,67650.55678289781,67841.39724150597,547209881.9563649,0.0013200430731511474,0.002174971134642561,0.0015717009274474837,0.002857839712132842
1712361600000,67852.1418601965,68060.8846566139,67724.34375481892,67938.83427221386,735680993.6125797,0.0029753684322693175,0.0010163133000548846,0.0010901131440919888,0.001435216987732094
1712365200000,67942.15528187306,68008.77117261357,67696.74458427043,67728.69298147027,675470571.880995,0.0013257321810221814,-0.0007659824849380257,-0.00040760521524536993,-0.0030978888324489275
1712368800000,67722.5921009781,67794.29893730313,67487.48345122286,67608.97008952781,807732432.2042451,-0.00323685226754076,-0.0031585797500149706,-0.003095942525743401,-0.0017692476795576066
1712372400000,67606.161102595,67903.422171198,67606.161102595,67821.23635110154,636521984.7477407,-0.0017207138077435468,0.0016083285190947574,0.0017569691349039354,0.0031346985428008043
1712376000000,67824.6232926623,67841.03430389862,67641.2153187435,67731.68088076332,527531116.2920954,0.003226184955322008,-0.0009191958671781548,0.0005183718584565635,-0.0013213361275704863
1712379600000,67774.22861881742,68240.71793051285,67753.32668079605,68053.54715501361,966716006.684027,-0.0007432906024597122,0.005874186205619587,0.0016560695286469908,0.0047408231623665585
1712383200000,68043.974463085,68181.71930645623,67923.6863113903,68130.95735851844,545541145.7378372,0.003972165627576305,-0.0008649402390065895,0.0025112539901458804,0.0011368431690302171
1712386800000,68133.63605266873,68188.2096190614,67963.72441967505,68024.42381844326,696285359.5756556,0.0013168332474129242,9.518685917353387e-05,0.000589283572745629,-0.0015648821353180205
1712390400000,68029.85806587331,68099.13768387985,67901.63937199675,68045.95841102499,677554739.5576758,-0.001524314685981701,-0.0013071198409290324,-0.0009139202261274593,0.0003165213826648798
1712394000000,68045.9341740492,68140.23066437193,67823.08290097711,67827.33920026591,694768437.5675738,0.0002362816778215808,0.0006032468035702605,-0.0011575854196084838,-0.003217989159914389
1712397600000,67828.22160923739,67899.60111010357,67758.0631844568,67863.01746379703,562522271.3700967,-0.0032046234234218408,-0.003537637500483992,-0.0009591263001091858,0.0005258776707572553
1712401200000,67863.29193313546,67902.68112467982,67655.21878369506,67682.82234983728,561882755.874421,0.0005169125726941986,4.5360277104126584e-05,-0.0015189709464407597,-0.0026588085678081984
1712404800000,67681.28419415114,67796.03753151215,67648.74742485318,67756.86726325098,774219001.7109488,-0.0026855792179413234,-0.0015717704069524176,-9.565660236215032e-05,0.0010934006272769632
1712408400000,67759.16451694109,67766.2806150661,67605.7340589522,67733.47372459482,618048542.5518941,0.001150030616623078,-0.00043901457766161727,-0.0006360361132460387,-0.00034531670254967964
1712412000000,67726.85709730505,68086.10997331368,67716.7114418047,68010.93823030202,759956848.768609,-0.00047691149040264476,0.004708492029388246,0.00164019216947175,0.0040880488283845245
1712415600000,68016.8018052389,68260.45837579046,67911.36267914853,68124.04686922248,1024697808.9116935,0.00427195128265992,0.002557431398740613,0.0028703699031352317,0.0016617134069530112
1712419200000,68121.77210232387,68174.58864679959,67959.4253230359,68141.33080754167,592592131.4984316,0.0015421098499057483,-0.001258763671110613,0.000707475780464367,0.00025368055637553776
1712422800000,68161.77664304739,68488.30635164691,68051.47006524586,68312.68887264267,734453348.0671197,0.0005870780771530286,0.004591125570802371,0.00135349092436853,0.0025115882343505194
1712426400000,68324.95355380724,68388.63141991704,68215.91135284767,68328.12612998486,483998209.4554024,0.002391104076855618,-0.0014564169972155739,0.002413510345814295,0.00022595382510811777
1712430000000,68316.33349845455,68419.81283061253,68253.51369492727,68284.44980725755,505391784.0478692,-0.00012617058211444906,0.000455840447660115,0.0005510735172810389,-0.0006394187931201827
1712433600000,68286.41002283264,68421.69027084779,68197.82503446173,68405.14206739434,442258358.58078456,-0.00043810944537687265,2.7439631878058513e-05,-0.0008162420988462625,0.0017659324290402818
1712437200000,68408.40627311636,68448.90965351427,68322.46102533814,68322.75437891843,455999256.167576,0.0017849438037187723,0.00039773893064487986,0.0018258975145838156,-0.001205133708460872
1712440800000,68324.90236267785,69076.47169090592,68324.90236267785,69072.22323847054,1137306840.3153725,-0.0012214130068658306,0.00912655376429392,3.5731934805590636e-05,0.010909806257231747
1712444400000,69067.79015418419,69597.39127751853,68888.45796274842,68905.55575818421,1721738839.6853023,0.010814185496097627,0.007512908715209146,0.008214342503914512,-0.002415860909772248
1712448000000,68907.80912073348,69167.33914917287,68870.22960280189,69022.40980371858,707689496.8204696,-0.0023189767753859438,-0.006198311399048172,-0.0002646418948241702,0.001694421765974255
1712451600000,69022.196844364,69626.45619469957,69012.64946568155,69566.66733843938,1103529277.7454998,0.001658634740920883,0.006615839259842087,0.0020658099756941644,0.007854303439811151
1712455200000,69566.06169899776,69747.59602769805,69337.00713352897,69337.00713352897,964520277.214804,0.007848682886550929,0.0017383417009433403,0.004688963747477259,-0.003306757939335144
1712458800000,69352.74423999629,69523.98460691873,69261.61119706732,69431.25914251315,626962952.3932137,-0.003071112297896562,-0.0032111592603257253,-0.0010879754041837545,0.0013584088928530462
1712462400000,69434.02730438809,69512.24318565299,69102.29799169315,69330.80577103475,729458883.1755342,0.0011713374809555152,-0.00016889729360576103,-0.002302815477111767,-0.0014478508818548189
1712466000000,69334.01362387213,69494.70072129711,69330.54311536586,69419.4221274532,478316300.845975,-0.001441451463379532,-0.00025239695163358606,0.0032975604440923117,0.0012773509609274464
1712469600000,69430.02960209611,69430.02960209611,69186.60886125707,69261.88321038446,474360609.0863011,0.0013838742561145178,-0.0009310239252852208,-0.002078216363229977,-0.002271957052180578
1712473200000,69267.92849931784,69483.5059475145,69248.32014625322,69380.83789655003,526001270.0886197,-0.0023374702671054596,0.0007699227846797182,0.0008915566255754591,0.0017159893343915654
1712476800000,69369.61309676482,69571.84688360419,69361.55204868088,69492.12897006799,610335568.4015024,0.0014669131392600397,0.0012705868012390215,0.0016338219756326178,0.0016027755416126097
1712480400000,69486.05769946527,69511.65841316192,69234.8300324963,69299.03322978322,566183118.8121617,0.0016772038092416337,-0.0008655012551066745,-0.0018286487654936197,-0.0027825383376213243
1712484000000,69300.53308565667,69500.44642427498,69255.96009932416,69341.68934051262,522120504.2923048,-0.0026735252053648574,-0.00016130953378998766,0.0003051476126564933,0.0006153475152836436
1712487600000,69351.30365558401,69429.37297729781,69233.29780852825,69376.74935542268,441681460.2342612,0.0007323461901373318,-0.001023156201938104,-0.0003272786834235333,0.0005054845770495231
1712491200000,69372.28092066063,69420.8278764234,69236.04852099862,69350.31139402249,681637313.7466033,0.0003024325719465435,-0.0001230837381964189,3.973027306971228e-05,-0.00038115075137371246
1712494800000,69349.05443552972,69502.54433299502,69304.91232593324,69365.6325087139,660584290.4051889,-0.00033486536571062313,0.0011764250276463462,0.0009941292479150514,0.00022089911689541353
